taxon_name,name_aligned,source,taxon_status,taxonomicSourceID,name_aligned_family,name_aligned_order
Ophiocaryon heterophyllum,Ophiocaryon heterophyllum,wcvp,Accepted,2397111,Sabiaceae,Proteales
Ophiocaryon klugii,Ophiocaryon klugii,wcvp,Accepted,2397110,Sabiaceae,Proteales
Ophiocaryon manausense,Ophiocaryon manausense,wcvp,Accepted,2397108,Sabiaceae,Proteales
Saccoloma elegans,Saccoloma elegans,wcvp,Accepted,3146559,Saccolomataceae,Saccolomatineae
Saccoloma inaequale,Saccoloma inaequale,wcvp,Accepted,3146564,Saccolomataceae,Saccolomatineae
Saccoloma membranaceum,Saccoloma membranaceum,wcvp,Accepted,3146566,Saccolomataceae,Saccolomatineae
Banara arguta,Banara arguta,wcvp,Accepted,2923958,Salicaceae,Malpighiales
Banara axilliflora,Banara axilliflora,wcvp,Accepted,2923959,Salicaceae,Malpighiales
Banara guianensis,Banara guianensis,wcvp,Accepted,2923980,Salicaceae,Malpighiales
Banara nitida,Banara nitida,wcvp,Accepted,2924001,Salicaceae,Malpighiales
Banara serrata,Banara serrata,wcvp,Accepted,2924018,Salicaceae,Malpighiales
Banara tomentosa,Banara tomentosa,wcvp,Accepted,2924021,Salicaceae,Malpighiales
Casearia aculeata,Casearia aculeata,wcvp,Accepted,2924208,Salicaceae,Malpighiales
Casearia apodantha,Casearia apodantha,wcvp,Accepted,3290002,Salicaceae,Malpighiales
Casearia arborea,Casearia arborea,wcvp,Accepted,2924233,Salicaceae,Malpighiales
Casearia bicolor,Casearia bicolor,wcvp,Accepted,2924257,Salicaceae,Malpighiales
Casearia combaymensis,Casearia combaymensis,wcvp,Accepted,2924301,Salicaceae,Malpighiales
Casearia commersoniana,Piparea dentata,wcvp,Synonym,2923573,Salicaceae,Malpighiales
Casearia corymbulosa,Casearia corymbulosa,wcvp,Accepted,3238298,Salicaceae,Malpighiales
Casearia cotticensis,Casearia cotticensis,wcvp,Accepted,2924320,Salicaceae,Malpighiales
Casearia decandra,Casearia decandra,wcvp,Accepted,2924327,Salicaceae,Malpighiales
Casearia duckeana,Casearia duckeana,wcvp,Accepted,2924338,Salicaceae,Malpighiales
Casearia euceraea,Casearia euceraea,wcvp,Accepted,3289318,Salicaceae,Malpighiales
Casearia fasciculata,Casearia fasciculata,wcvp,Accepted,2924354,Salicaceae,Malpighiales
Casearia grandiflora,Casearia grandiflora,wcvp,Accepted,2924385,Salicaceae,Malpighiales
Casearia guianensis,Casearia guianensis,wcvp,Accepted,2924402,Salicaceae,Malpighiales
Casearia hirsuta,Casearia hirsuta,wcvp,Accepted,2924415,Salicaceae,Malpighiales
Casearia killipii,Casearia killipii,wcvp,Accepted,3289317,Salicaceae,Malpighiales
Casearia manausensis,Casearia manausensis,wcvp,Accepted,2924478,Salicaceae,Malpighiales
Casearia mariquitensis,Casearia mariquitensis,wcvp,Accepted,2924480,Salicaceae,Malpighiales
Casearia maynacarpa,Casearia maynacarpa,wcvp,Accepted,2995265,Salicaceae,Malpighiales
Casearia neblinae,Casearia neblinae,wcvp,Accepted,2924519,Salicaceae,Malpighiales
Casearia negrensis,Casearia negrensis,wcvp,Accepted,2924520,Salicaceae,Malpighiales
Casearia obovalis,Casearia obovalis,wcvp,Accepted,2924534,Salicaceae,Malpighiales
Casearia pitumba,Casearia pitumba,wcvp,Accepted,2924578,Salicaceae,Malpighiales
Casearia resinifera,Casearia resinifera,wcvp,Accepted,2924605,Salicaceae,Malpighiales
Casearia rheophytica,Casearia rheophytica,wcvp,Accepted,3289316,Salicaceae,Malpighiales
Casearia singularis,Casearia singularis,wcvp,Accepted,2924634,Salicaceae,Malpighiales
Casearia suaveolens,Casearia suaveolens,wcvp,Accepted,3238292,Salicaceae,Malpighiales
Casearia sylvestris,Casearia sylvestris,wcvp,Accepted,2924655,Salicaceae,Malpighiales
Casearia tenuipilosa,Casearia tenuipilosa,wcvp,Accepted,2924674,Salicaceae,Malpighiales
Casearia uleana,Casearia uleana,wcvp,Accepted,2924688,Salicaceae,Malpighiales
Casearia ulmifolia,Casearia ulmifolia,wcvp,Accepted,2924689,Salicaceae,Malpighiales
Casearia zizyphoides,Casearia zizyphoides,wcvp,Accepted,2924715,Salicaceae,Malpighiales
Hasseltia floribunda,Hasseltia floribunda,wcvp,Accepted,2840206,Salicaceae,Malpighiales
Homalium guianense,Homalium guianense,wcvp,Accepted,2925230,Salicaceae,Malpighiales
Homalium racemosum,Homalium racemosum,wcvp,Accepted,2925347,Salicaceae,Malpighiales
Irenodendron coriaceum,Irenodendron coriaceum,wcvp,Accepted,3009514,Salicaceae,Malpighiales
Irenodendron cupulatum,Irenodendron cupulatum,wcvp,Accepted,3009513,Salicaceae,Malpighiales
Irenodendron ovalifolium,Irenodendron ovalifolium,wcvp,Accepted,3009515,Salicaceae,Malpighiales
Laetia procera,Casearia bicolor,wcvp,Synonym,2924257,Salicaceae,Malpighiales
Laetia suaveolens,Casearia suaveolens,wcvp,Synonym,3238292,Salicaceae,Malpighiales
Lunania parviflora,Lunania parviflora,wcvp,Accepted,2922836,Salicaceae,Malpighiales
Neoptychocarpus killipii,Casearia killipii,wcvp,Synonym,3289317,Salicaceae,Malpighiales
Piparea dentata,Piparea dentata,wcvp,Accepted,2923573,Salicaceae,Malpighiales
Piparea multiflora,Piparea multiflora,wcvp,Accepted,2923569,Salicaceae,Malpighiales
Piparea spruceana,Piparea spruceana,wcvp,Accepted,3237057,Salicaceae,Malpighiales
Pleuranthodendron lindenii,Pleuranthodendron lindenii,wcvp,Accepted,2923475,Salicaceae,Malpighiales
Prockia crucis,Prockia crucis,wcvp,Accepted,2923587,Salicaceae,Malpighiales
Ryania angustifolia,Ryania angustifolia,wcvp,Accepted,2923145,Salicaceae,Malpighiales
Ryania canescens,Ryania canescens,wcvp,Accepted,2923155,Salicaceae,Malpighiales
Ryania mansoana,Ryania mansoana,wcvp,Accepted,2923152,Salicaceae,Malpighiales
Ryania pyrifera,Ryania pyrifera,wcvp,Accepted,2923134,Salicaceae,Malpighiales
Ryania riedeliana,Ryania riedeliana,wcvp,Accepted,2923149,Salicaceae,Malpighiales
Ryania speciosa,Ryania speciosa,wcvp,Accepted,2923129,Salicaceae,Malpighiales
Ryania spruceana,Ryania spruceana,wcvp,Accepted,2923131,Salicaceae,Malpighiales
Salix humboldtiana,Salix humboldtiana,wcvp,Accepted,2918230,Salicaceae,Malpighiales
Tetrathylacium macrophyllum,Tetrathylacium macrophyllum,wcvp,Accepted,2518566,Salicaceae,Malpighiales
Xylosma benthamii,Xylosma benthamii,wcvp,Accepted,2923425,Salicaceae,Malpighiales
Xylosma intermedia,Xylosma intermedia,wcvp,Accepted,2923357,Salicaceae,Malpighiales
Xylosma tessmannii,Xylosma tessmannii,wcvp,Accepted,2923327,Salicaceae,Malpighiales
Azolla caroliniana,Azolla caroliniana,wcvp,Accepted,3145488,Salviniaceae,Salviniales
Azolla filiculoides,Azolla filiculoides,wcvp,Accepted,3145489,Salviniaceae,Salviniales
Salvinia auriculata,Salvinia auriculata,wcvp,Accepted,3145476,Salviniaceae,Salviniales
Salvinia minima,Salvinia minima,wcvp,Accepted,3145481,Salviniaceae,Salviniales
Salvinia molesta,Salvinia molesta,wcvp,Accepted,3145487,Salviniaceae,Salviniales
Salvinia sprucei,Salvinia sprucei,wcvp,Accepted,3145486,Salviniaceae,Salviniales
Antidaphne amazonensis,Antidaphne amazonensis,wcvp,Accepted,2642271,Santalaceae,Santalales
Antidaphne viscoidea,Antidaphne viscoidea,wcvp,Accepted,2642283,Santalaceae,Santalales
Dendrophthora elliptica,Dendrophthora elliptica,wcvp,Accepted,2761036,Santalaceae,Santalales
Dendrophthora fendleriana,Dendrophthora fendleriana,wcvp,Accepted,2761047,Santalaceae,Santalales
Dendrophthora warmingii,Dendrophthora warmingii,wcvp,Accepted,2761156,Santalaceae,Santalales
Phoradendron acinacifolium,Phoradendron acinacifolium,wcvp,Accepted,2545519,Santalaceae,Santalales
Phoradendron anceps,Phoradendron anceps,wcvp,Accepted,2545458,Santalaceae,Santalales
Phoradendron bicarinatum,Phoradendron bicarinatum,wcvp,Accepted,2545404,Santalaceae,Santalales
Phoradendron caripense,Phoradendron caripense,wcvp,Accepted,2545609,Santalaceae,Santalales
Phoradendron chrysocladon,Phoradendron chrysocladon,wcvp,Accepted,2545589,Santalaceae,Santalales
Phoradendron congestum,Phoradendron congestum,wcvp,Accepted,2545598,Santalaceae,Santalales
Phoradendron coriaceum,Phoradendron coriaceum,wcvp,Accepted,2545594,Santalaceae,Santalales
Phoradendron crassifolium,Phoradendron crassifolium,wcvp,Accepted,2545642,Santalaceae,Santalales
Phoradendron diminutivum,Phoradendron diminutivum,wcvp,Accepted,2545634,Santalaceae,Santalales
Phoradendron hexastichum,Phoradendron hexastichum,wcvp,Accepted,2553864,Santalaceae,Santalales
Phoradendron inaequidentatum,Phoradendron inaequidentatum,wcvp,Accepted,2548290,Santalaceae,Santalales
Phoradendron juruanum,Phoradendron juruanum,wcvp,Accepted,2548267,Santalaceae,Santalales
Phoradendron macrarthrum,Phoradendron macrarthrum,wcvp,Accepted,2548213,Santalaceae,Santalales
Phoradendron obtusissimum,Phoradendron obtusissimum,wcvp,Accepted,2548412,Santalaceae,Santalales
Phoradendron paraguari,Phoradendron paraguari,wcvp,Accepted,2548323,Santalaceae,Santalales
Phoradendron pellucidulum,Phoradendron pellucidulum,wcvp,Accepted,2548329,Santalaceae,Santalales
Phoradendron perrottetii,Phoradendron perrottetii,wcvp,Accepted,2548302,Santalaceae,Santalales
Phoradendron piperoides,Phoradendron piperoides,wcvp,Accepted,2548310,Santalaceae,Santalales
Phoradendron planiphyllum,Phoradendron planiphyllum,wcvp,Accepted,2548311,Santalaceae,Santalales
Phoradendron poeppigii,Phoradendron poeppigii,wcvp,Accepted,2548305,Santalaceae,Santalales
Phoradendron pteroneuron,Phoradendron pteroneuron,wcvp,Accepted,2548358,Santalaceae,Santalales
Phoradendron quadrangulare,Phoradendron quadrangulare,wcvp,Accepted,2873034,Santalaceae,Santalales
Phoradendron racemosum,Phoradendron racemosum,wcvp,Accepted,2548354,Santalaceae,Santalales
Phoradendron trinervium,Phoradendron trinervium,wcvp,Accepted,2548071,Santalaceae,Santalales
Allophylus amazonicus,Allophylus amazonicus,wcvp,Accepted,2629229,Sapindaceae,Sapindales
Allophylus dioicus,Allophylus dioicus,wcvp,Accepted,2629319,Sapindaceae,Sapindales
Allophylus divaricatus,Allophylus divaricatus,wcvp,Accepted,2629321,Sapindaceae,Sapindales
Allophylus edulis,Allophylus edulis,wcvp,Accepted,2629327,Sapindaceae,Sapindales
Allophylus floribundus,Allophylus floribundus,wcvp,Accepted,2629340,Sapindaceae,Sapindales
Allophylus gentryi,Allophylus gentryi,wcvp,Accepted,2629346,Sapindaceae,Sapindales
Allophylus glabratus,Allophylus glabratus,wcvp,Accepted,2629349,Sapindaceae,Sapindales
Allophylus guaraniticus,Allophylus guaraniticus,wcvp,Accepted,2629359,Sapindaceae,Sapindales
Allophylus latifolius,Allophylus latifolius,wcvp,Accepted,2629395,Sapindaceae,Sapindales
Allophylus loretensis,Allophylus loretensis,wcvp,Accepted,2629417,Sapindaceae,Sapindales
Allophylus pilosus,Allophylus pilosus,wcvp,Accepted,2629479,Sapindaceae,Sapindales
Allophylus psilospermus,Allophylus psilospermus,wcvp,Accepted,2629484,Sapindaceae,Sapindales
Allophylus punctatus,Allophylus punctatus,wcvp,Accepted,2629486,Sapindaceae,Sapindales
Allophylus robustus,Allophylus robustus,wcvp,Accepted,2629505,Sapindaceae,Sapindales
Allophylus scrobiculatus,Allophylus scrobiculatus,wcvp,Accepted,2629520,Sapindaceae,Sapindales
Allophylus semidentatus,Allophylus semidentatus,wcvp,Accepted,2629522,Sapindaceae,Sapindales
Allophylus strictus,Allophylus strictus,wcvp,Accepted,2629542,Sapindaceae,Sapindales
Cardiospermum grandiflorum,Cardiospermum grandiflorum,wcvp,Accepted,2700788,Sapindaceae,Sapindales
Cardiospermum halicacabum,Cardiospermum halicacabum,wcvp,Accepted,2700789,Sapindaceae,Sapindales
Cupania americana,Cupania americana,wcvp,Accepted,2747472,Sapindaceae,Sapindales
Cupania castaneifolia,Cupania castaneifolia,wcvp,Accepted,2747499,Sapindaceae,Sapindales
Cupania cinerea,Cupania cinerea,wcvp,Accepted,2747501,Sapindaceae,Sapindales
Cupania diphylla,Cupania diphylla,wcvp,Accepted,2747518,Sapindaceae,Sapindales
Cupania furfuracea,Cupania furfuracea,wcvp,Accepted,2747546,Sapindaceae,Sapindales
Cupania hirsuta,Cupania hirsuta,wcvp,Accepted,2747566,Sapindaceae,Sapindales
Cupania hispida,Cupania hispida,wcvp,Accepted,2747567,Sapindaceae,Sapindales
Cupania latifolia,Cupania latifolia,wcvp,Accepted,2747585,Sapindaceae,Sapindales
Cupania macrostylis,Cupania macrostylis,wcvp,Accepted,2913227,Sapindaceae,Sapindales
Cupania racemosa,Cupania racemosa,wcvp,Accepted,2747646,Sapindaceae,Sapindales
Cupania rubiginosa,Cupania rubiginosa,wcvp,Accepted,2747661,Sapindaceae,Sapindales
Cupania scrobiculata,Cupania scrobiculata,wcvp,Accepted,2747671,Sapindaceae,Sapindales
Cupania vernalis,Cupania vernalis,wcvp,Accepted,2747715,Sapindaceae,Sapindales
Diatenopteryx sorbifolia,Diatenopteryx sorbifolia,wcvp,Accepted,2765472,Sapindaceae,Sapindales
Dilodendron bipinnatum,Dilodendron bipinnatum,wcvp,Accepted,2768454,Sapindaceae,Sapindales
Matayba adenanthera,Matayba adenanthera,wcvp,Accepted,2510290,Sapindaceae,Sapindales
Matayba arborescens,Matayba arborescens,wcvp,Accepted,2510286,Sapindaceae,Sapindales
Matayba atropurpurea,Matayba atropurpurea,wcvp,Accepted,2510285,Sapindaceae,Sapindales
Matayba camptoneura,Matayba camptoneura,wcvp,Accepted,2510283,Sapindaceae,Sapindales
Matayba elaeagnoides,Matayba elaeagnoides,wcvp,Accepted,2510276,Sapindaceae,Sapindales
Matayba elegans,Matayba elegans,wcvp,Accepted,2510275,Sapindaceae,Sapindales
Matayba grandis,Matayba grandis,wcvp,Accepted,2510280,Sapindaceae,Sapindales
Matayba guianensis,Matayba guianensis,wcvp,Accepted,2510282,Sapindaceae,Sapindales
Matayba inelegans,Matayba inelegans,wcvp,Accepted,2510313,Sapindaceae,Sapindales
Matayba longipes,Matayba longipes,wcvp,Accepted,2510315,Sapindaceae,Sapindales
Matayba macrocarpa,Matayba macrocarpa,wcvp,Accepted,2510301,Sapindaceae,Sapindales
Matayba opaca,Matayba opaca,wcvp,Accepted,2510245,Sapindaceae,Sapindales
Matayba peruviana,Matayba peruviana,wcvp,Accepted,2510240,Sapindaceae,Sapindales
Matayba ptariana,Matayba ptariana,wcvp,Accepted,2510239,Sapindaceae,Sapindales
Matayba purgans,Matayba purgans,wcvp,Accepted,2510225,Sapindaceae,Sapindales
Matayba scrobiculata,Matayba scrobiculata,wcvp,Accepted,2510232,Sapindaceae,Sapindales
Matayba spruceana,Matayba spruceana,wcvp,Accepted,2510229,Sapindaceae,Sapindales
Matayba stenodictya,Matayba stenodictya,wcvp,Accepted,2510227,Sapindaceae,Sapindales
Melicoccus bijugatus,Melicoccus bijugatus,wcvp,Accepted,2509977,Sapindaceae,Sapindales
Melicoccus pedicellaris,Melicoccus pedicellaris,wcvp,Accepted,2510747,Sapindaceae,Sapindales
Paullinia acuminata,Paullinia acuminata,wcvp,Accepted,2543099,Sapindaceae,Sapindales
Paullinia acutangula,Paullinia acutangula,wcvp,Accepted,2543068,Sapindaceae,Sapindales
Paullinia alata,Paullinia alata,wcvp,Accepted,2543111,Sapindaceae,Sapindales
Paullinia alsmithii,Paullinia alsmithii,wcvp,Accepted,2543113,Sapindaceae,Sapindales
Paullinia anodonta,Paullinia anodonta,wcvp,Accepted,2543108,Sapindaceae,Sapindales
Paullinia bidentata,Paullinia bidentata,wcvp,Accepted,2543105,Sapindaceae,Sapindales
Paullinia bilobulata,Paullinia bilobulata,wcvp,Accepted,2543106,Sapindaceae,Sapindales
Paullinia bracteosa,Paullinia bracteosa,wcvp,Accepted,2543024,Sapindaceae,Sapindales
Paullinia caloptera,Paullinia caloptera,wcvp,Accepted,2543032,Sapindaceae,Sapindales
Paullinia capreolata,Paullinia capreolata,wcvp,Accepted,2543014,Sapindaceae,Sapindales
Paullinia castaneifolia,Paullinia castaneifolia,wcvp,Accepted,2543007,Sapindaceae,Sapindales
Paullinia cidii,Paullinia cidii,wcvp,Accepted,3229904,Sapindaceae,Sapindales
Paullinia clathrata,Paullinia clathrata,wcvp,Accepted,2543013,Sapindaceae,Sapindales
Paullinia clavigera,Paullinia clavigera,wcvp,Accepted,2543035,Sapindaceae,Sapindales
Paullinia cuneata,Paullinia cuneata,wcvp,Accepted,2543042,Sapindaceae,Sapindales
Paullinia cupana,Paullinia cupana,wcvp,Accepted,2543056,Sapindaceae,Sapindales
Paullinia cururu,Paullinia cururu,wcvp,Accepted,2543041,Sapindaceae,Sapindales
Paullinia curvicuspis,Paullinia curvicuspis,wcvp,Accepted,2543047,Sapindaceae,Sapindales
Paullinia dasygonia,Paullinia dasygonia,wcvp,Accepted,2543037,Sapindaceae,Sapindales
Paullinia dasystachya,Paullinia dasystachya,wcvp,Accepted,2543044,Sapindaceae,Sapindales
Paullinia degranvillei,Paullinia degranvillei,wcvp,Accepted,2904843,Sapindaceae,Sapindales
Paullinia echinata,Paullinia echinata,wcvp,Accepted,2543200,Sapindaceae,Sapindales
Paullinia elegans,Paullinia elegans,wcvp,Accepted,2543194,Sapindaceae,Sapindales
Paullinia elliptica,Paullinia elliptica,wcvp,Accepted,2543204,Sapindaceae,Sapindales
Paullinia faginea,Paullinia capreolata,wcvp,Synonym,2543014,Sapindaceae,Sapindales
Paullinia ferruginea,Paullinia ferruginea,wcvp,Accepted,2543187,Sapindaceae,Sapindales
Paullinia firma,Paullinia firma,wcvp,Accepted,2543185,Sapindaceae,Sapindales
Paullinia gigantea,Paullinia gigantea,wcvp,Accepted,2543232,Sapindaceae,Sapindales
Paullinia granatensis,Paullinia granatensis,wcvp,Accepted,2543210,Sapindaceae,Sapindales
Paullinia grandifolia,Paullinia grandifolia,wcvp,Accepted,2543212,Sapindaceae,Sapindales
Paullinia hispida,Paullinia hispida,wcvp,Accepted,2543215,Sapindaceae,Sapindales
Paullinia imberbis,Paullinia imberbis,wcvp,Accepted,2543178,Sapindaceae,Sapindales
Paullinia ingifolia,Paullinia ingifolia,wcvp,Accepted,2543134,Sapindaceae,Sapindales
Paullinia josecuatrii,Paullinia josecuatrii,wcvp,Accepted,2543135,Sapindaceae,Sapindales
Paullinia laeta,Paullinia laeta,wcvp,Accepted,2543144,Sapindaceae,Sapindales
Paullinia largifolia,Paullinia largifolia,wcvp,Accepted,2543142,Sapindaceae,Sapindales
Paullinia latifolia,Paullinia latifolia,wcvp,Accepted,2543124,Sapindaceae,Sapindales
Paullinia leiocarpa,Paullinia leiocarpa,wcvp,Accepted,2543125,Sapindaceae,Sapindales
Paullinia mazanensis,Paullinia mazanensis,wcvp,Accepted,2543165,Sapindaceae,Sapindales
Paullinia meliifolia,Paullinia meliifolia,wcvp,Accepted,2543174,Sapindaceae,Sapindales
Paullinia morii,Paullinia morii,wcvp,Accepted,2543828,Sapindaceae,Sapindales
Paullinia nobilis,Paullinia nobilis,wcvp,Accepted,2543815,Sapindaceae,Sapindales
Paullinia novemalata,Paullinia conduplicata,wcvp,Synonym,2543052,Sapindaceae,Sapindales
Paullinia obovata,Paullinia obovata,wcvp,Accepted,2543813,Sapindaceae,Sapindales
Paullinia oldemanii,Paullinia oldemanii,wcvp,Accepted,2904844,Sapindaceae,Sapindales
Paullinia pachycarpa,Paullinia ingifolia,wcvp,Synonym,2543134,Sapindaceae,Sapindales
Paullinia parvibractea,Paullinia parvibractea,wcvp,Accepted,2543862,Sapindaceae,Sapindales
Paullinia pinnata,Paullinia pinnata,wcvp,Accepted,2543867,Sapindaceae,Sapindales
Paullinia platymisca,Paullinia platymisca,wcvp,Accepted,2543851,Sapindaceae,Sapindales
Paullinia pterocarpa,Paullinia pterocarpa,wcvp,Accepted,2543852,Sapindaceae,Sapindales
Paullinia pterophylla,Paullinia pterophylla,wcvp,Accepted,2543853,Sapindaceae,Sapindales
Paullinia racemosa,Serjania racemosa,wcvp,Synonym,2582842,Sapindaceae,Sapindales
Paullinia reticulata,Paullinia reticulata,wcvp,Accepted,2543774,Sapindaceae,Sapindales
Paullinia rubiginosa,Paullinia rubiginosa,wcvp,Accepted,2543777,Sapindaceae,Sapindales
Paullinia rugosa,Paullinia rugosa,wcvp,Accepted,2543756,Sapindaceae,Sapindales
Paullinia seminuda,Paullinia seminuda,wcvp,Accepted,2543151,Sapindaceae,Sapindales
Paullinia serjaniifolia,Paullinia serjaniifolia,wcvp,Accepted,2543541,Sapindaceae,Sapindales
Paullinia setosa,Paullinia setosa,wcvp,Accepted,2543829,Sapindaceae,Sapindales
Paullinia simulans,Paullinia simulans,wcvp,Accepted,2543830,Sapindaceae,Sapindales
Paullinia sphaerocarpa,Paullinia sphaerocarpa,wcvp,Accepted,2543762,Sapindaceae,Sapindales
Paullinia spicata,Paullinia spicata,wcvp,Accepted,2543755,Sapindaceae,Sapindales
Paullinia stellata,Paullinia stellata,wcvp,Accepted,2543791,Sapindaceae,Sapindales
Paullinia stenopetala,Paullinia stenopetala,wcvp,Accepted,2543761,Sapindaceae,Sapindales
Paullinia stipularis,Paullinia stipularis,wcvp,Accepted,2543802,Sapindaceae,Sapindales
Paullinia subnuda,Paullinia subnuda,wcvp,Accepted,2543807,Sapindaceae,Sapindales
Paullinia tenuifolia,Paullinia tenuifolia,wcvp,Accepted,2543793,Sapindaceae,Sapindales
Paullinia tetragona,Paullinia tetragona,wcvp,Accepted,2543786,Sapindaceae,Sapindales
Paullinia tricornis,Paullinia tricornis,wcvp,Accepted,2543794,Sapindaceae,Sapindales
Paullinia venosa,Paullinia venosa,wcvp,Accepted,2543938,Sapindaceae,Sapindales
Paullinia verrucosa,Paullinia conduplicata,wcvp,Synonym,2543052,Sapindaceae,Sapindales
Paullinia yoco,Paullinia yoco,wcvp,Accepted,2543964,Sapindaceae,Sapindales
Pentascyphus thyrsiflorus,Pentascyphus thyrsiflorus,wcvp,Accepted,2543580,Sapindaceae,Sapindales
Porocystis acuminata,Porocystis acuminata,wcvp,Accepted,2543549,Sapindaceae,Sapindales
Porocystis toulicioides,Porocystis toulicioides,wcvp,Accepted,2543529,Sapindaceae,Sapindales
Pseudima frutescens,Pseudima frutescens,wcvp,Accepted,2543873,Sapindaceae,Sapindales
Sapindus saponaria,Sapindus saponaria,wcvp,Accepted,2582258,Sapindaceae,Sapindales
Serjania acutidentata,Serjania acutidentata,wcvp,Accepted,2582520,Sapindaceae,Sapindales
Serjania caracasana,Serjania caracasana,wcvp,Accepted,2582480,Sapindaceae,Sapindales
Serjania circumvallata,Serjania circumvallata,wcvp,Accepted,2582497,Sapindaceae,Sapindales
Serjania dentata,Serjania dentata,wcvp,Accepted,2582628,Sapindaceae,Sapindales
Serjania elegans,Serjania elegans,wcvp,Accepted,2582718,Sapindaceae,Sapindales
Serjania foveata,Serjania foveata,wcvp,Accepted,2582687,Sapindaceae,Sapindales
Serjania fuscifolia,Serjania fuscifolia,wcvp,Accepted,2582584,Sapindaceae,Sapindales
Serjania glabrata,Serjania glabrata,wcvp,Accepted,2582694,Sapindaceae,Sapindales
Serjania gracilis,Serjania gracilis,wcvp,Accepted,2582719,Sapindaceae,Sapindales
Serjania grandifolia,Serjania grandifolia,wcvp,Accepted,2582680,Sapindaceae,Sapindales
Serjania inscripta,Serjania inscripta,wcvp,Accepted,2582763,Sapindaceae,Sapindales
Serjania leptocarpa,Serjania leptocarpa,wcvp,Accepted,2582863,Sapindaceae,Sapindales
Serjania lethalis,Serjania lethalis,wcvp,Accepted,2582865,Sapindaceae,Sapindales
Serjania membranacea,Serjania membranacea,wcvp,Accepted,2582778,Sapindaceae,Sapindales
Serjania noxia,Serjania noxia,wcvp,Accepted,2582735,Sapindaceae,Sapindales
Serjania obtusidentata,Serjania obtusidentata,wcvp,Accepted,2582788,Sapindaceae,Sapindales
Serjania paucidentata,Serjania paucidentata,wcvp,Accepted,2582590,Sapindaceae,Sapindales
Serjania purpurascens,Serjania purpurascens,wcvp,Accepted,2582807,Sapindaceae,Sapindales
Serjania pyramidata,Serjania pyramidata,wcvp,Accepted,2582819,Sapindaceae,Sapindales
Serjania reticulata,Serjania reticulata,wcvp,Accepted,2582813,Sapindaceae,Sapindales
Serjania sphaerococca,Serjania sphaerococca,wcvp,Accepted,2582037,Sapindaceae,Sapindales
Serjania tenuifolia,Serjania tenuifolia,wcvp,Accepted,2582049,Sapindaceae,Sapindales
Serjania trirostris,Serjania trirostris,wcvp,Accepted,2582058,Sapindaceae,Sapindales
Talisia acutifolia,Talisia acutifolia,wcvp,Accepted,2514139,Sapindaceae,Sapindales
Talisia cerasina,Talisia cerasina,wcvp,Accepted,2514171,Sapindaceae,Sapindales
Talisia chartacea,Talisia chartacea,wcvp,Accepted,2514160,Sapindaceae,Sapindales
Talisia clathrata,Talisia clathrata,wcvp,Accepted,2514169,Sapindaceae,Sapindales
Talisia coriacea,Talisia coriacea,wcvp,Accepted,2514180,Sapindaceae,Sapindales
Talisia croatii,Talisia croatii,wcvp,Accepted,2521758,Sapindaceae,Sapindales
Talisia cupularis,Talisia cupularis,wcvp,Accepted,2514167,Sapindaceae,Sapindales
Talisia esculenta,Talisia esculenta,wcvp,Accepted,2514161,Sapindaceae,Sapindales
Talisia firma,Talisia firma,wcvp,Accepted,2514179,Sapindaceae,Sapindales
Talisia ghilleana,Talisia ghilleana,wcvp,Accepted,2521738,Sapindaceae,Sapindales
Talisia granulosa,Talisia granulosa,wcvp,Accepted,2521739,Sapindaceae,Sapindales
Talisia guianensis,Talisia guianensis,wcvp,Accepted,2514054,Sapindaceae,Sapindales
Talisia hexaphylla,Talisia hexaphylla,wcvp,Accepted,2514051,Sapindaceae,Sapindales
Talisia japurensis,Talisia japurensis,wcvp,Accepted,2514059,Sapindaceae,Sapindales
Talisia longifolia,Talisia longifolia,wcvp,Accepted,2514044,Sapindaceae,Sapindales
Talisia macrophylla,Talisia macrophylla,wcvp,Accepted,2514043,Sapindaceae,Sapindales
Talisia marleneana,Talisia marleneana,wcvp,Accepted,2521753,Sapindaceae,Sapindales
Talisia megaphylla,Talisia megaphylla,wcvp,Accepted,2514041,Sapindaceae,Sapindales
Talisia mollis,Talisia mollis,wcvp,Accepted,2514050,Sapindaceae,Sapindales
Talisia obovata,Talisia obovata,wcvp,Accepted,2520636,Sapindaceae,Sapindales
Talisia pachycarpa,Talisia pachycarpa,wcvp,Accepted,2520633,Sapindaceae,Sapindales
Talisia praealta,Talisia praealta,wcvp,Accepted,2520637,Sapindaceae,Sapindales
Talisia subalbens,Talisia subalbens,wcvp,Accepted,2520403,Sapindaceae,Sapindales
Talisia sylvatica,Talisia sylvatica,wcvp,Accepted,2520401,Sapindaceae,Sapindales
Talisia veraluciana,Talisia veraluciana,wcvp,Accepted,2520399,Sapindaceae,Sapindales
Toulicia elliptica,Toulicia elliptica,wcvp,Accepted,2520897,Sapindaceae,Sapindales
Toulicia eriocarpa,Toulicia radlkoferi,wcvp,Invalid,2898869,Sapindaceae,Sapindales
Toulicia guianensis,Toulicia guianensis,wcvp,Accepted,2520895,Sapindaceae,Sapindales
Toulicia petiolulata,Toulicia petiolulata,wcvp,Accepted,2520891,Sapindaceae,Sapindales
Toulicia pulvinata,Toulicia pulvinata,wcvp,Accepted,2520890,Sapindaceae,Sapindales
