order,family
Cupressales,Araucariaceae
Cupressales,Cupressaceae
Cupressales,Podocarpaceae
Cupressales,Sciadopityaceae
Cupressales,Taxaceae
Cycadales,Cycadaceae
Cycadales,Zamiaceae
Ginkgoales,Ginkgoaceae
Gnetales,Ephedraceae
Gnetales,Gnetaceae
Gnetales,Welwitschiaceae
Pinales,Abietaceae
Pinales,Pinaceae
Pinales,Cedraceae
Pinales,Piceaceae
